created_at,tweet,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
2020-08-21,"Best Covid19-related metaphor (ok, simile) so far.",United States,covid related metaphor simile,"['covid', 'related', 'metaphor', 'simile']","['covid', 'related', 'metaphor', 'simile']",covid related metaphor simile,"[('covid', 'n'), ('related', 'v'), ('metaphor', 'n'), ('simile', 'n')]",  covid relate metaphor simile,-0.5,0.0,0.0,0,-1,0
2020-08-21,"In 9 months, a whole lot of corona babies will be born. hornyvirus",United States,months lot corona babies born hornyvirus,"['months', 'lot', 'corona', 'babies', 'born', 'hornyvirus']","['month', 'lot', 'corona', 'baby', 'born', 'hornyvirus']",month lot corona baby born hornyvirus,"[('months', 'n'), ('lot', 'n'), ('corona', 'a'), ('babies', 'n'), ('born', 'v'), ('hornyvirus', 'n')]",  month lot corona baby bear hornyvirus,0.125,0.0,0.0,0,1,0
2020-08-21,"alright world that was a good april fools joke , tell me coronavirus fake now since its april 1st .....",United States,alright world good april fools joke coronavirus fake april,"['alright', 'world', 'good', 'april', 'fools', 'joke', 'coronavirus', 'fake', 'april']","['alright', 'world', 'good', 'april', 'fool', 'joke', 'coronavirus', 'fake', 'april']",alright world good april fool joke coronavirus fake april,"[('alright', 'a'), ('world', 'n'), ('good', 'a'), ('april', 'n'), ('fools', 'n'), ('joke', 'v'), ('coronavirus', 'n'), ('fake', 'v'), ('april', 'n')]",  alright world good april fool joke coronavirus fake april,1.875,0.0258,0.09999999999999998,1,1,0
2020-08-21,Anyone who is considering coronavirus-related pranks for tomorrow: Consider again. And then decide to not do that.,United States,coronavirus related pranks tomorrow decide not,"['coronavirus', 'related', 'pranks', 'tomorrow', 'decide', 'not']","['coronavirus', 'related', 'prank', 'tomorrow', 'decide', 'not']",coronavirus related prank tomorrow decide not,"[('coronavirus', 'n'), ('related', 'a'), ('pranks', 'n'), ('tomorrow', 'n'), ('decide', None), ('not', 'r')]",  coronavirus related prank tomorrow decide not,-0.375,0.0,0.0,0,-1,0
2020-08-21,"61 new confirmed case(s) in Croatia totaling 1,343 in this place. Already 2,894,893 worldwide. coronavirus covid19 Croatia",United States,confirmed case croatia totaling place worldwide coronavirus covid croatia,"['confirmed', 'case', 'croatia', 'totaling', 'place', 'worldwide', 'coronavirus', 'covid', 'croatia']","['confirmed', 'case', 'croatia', 'totaling', 'place', 'worldwide', 'coronavirus', 'covid', 'croatia']",confirmed case croatia totaling place worldwide coronavirus covid croatia,"[('confirmed', 'v'), ('case', 'n'), ('croatia', 'n'), ('totaling', 'v'), ('place', 'n'), ('worldwide', 'n'), ('coronavirus', 'n'), ('covid', 'n'), ('croatia', 'n')]",  confirm case croatia total place worldwide coronavirus covid croatia,0.0,0.0,0.0,0,0,0
2020-08-21,BernieSanders: RT Celentra: Virtual town hall BernieSanders with CornelWest and others at 7 regarding coronavirus.,United States,berniesanders celentra virtual town hall berniesanders cornelwest coronavirus,"['berniesanders', 'celentra', 'virtual', 'town', 'hall', 'berniesanders', 'cornelwest', 'coronavirus']","['berniesanders', 'celentra', 'virtual', 'town', 'hall', 'berniesanders', 'cornelwest', 'coronavirus']",berniesanders celentra virtual town hall berniesanders cornelwest coronavirus,"[('berniesanders', 'n'), ('celentra', 'v'), ('virtual', 'a'), ('town', 'n'), ('hall', 'n'), ('berniesanders', 'n'), ('cornelwest', 'v'), ('coronavirus', 'n')]",  berniesanders celentra virtual town hall berniesanders cornelwest coronavirus,0.5,0.0,0.0,0,1,0
2020-08-21,The Corona Virus isnt allowed to enter your house unless you invite it in right?,United States,corona virus isnt allowed enter house unles invite,"['corona', 'virus', 'isnt', 'allowed', 'enter', 'house', 'unles', 'invite']","['corona', 'virus', 'isnt', 'allowed', 'enter', 'house', 'unles', 'invite']",corona virus isnt allowed enter house unles invite,"[('corona', 'n'), ('virus', 'n'), ('isnt', 'n'), ('allowed', 'v'), ('enter', 'r'), ('house', 'n'), ('unles', 'v'), ('invite', 'r')]",  corona virus isnt allow enter house unles invite,0.0,-0.017,0.0,0,0,0
2020-08-21,7...definitely. These entire two weeks has been 7. StayHome COVID19,United States,entire weeks stayhome covid,"['entire', 'weeks', 'stayhome', 'covid']","['entire', 'week', 'stayhome', 'covid']",entire week stayhome covid,"[('entire', 'a'), ('weeks', 'n'), ('stayhome', 'n'), ('covid', 'n')]",  entire week stayhome covid,0.0,0.0,0.0,0,0,0
2020-08-21,"one of my coworkers told me that the government cant force us to stay home because its not in the constitution, so take that corona!",United States,coworkers told government force stay home not constitution corona,"['coworkers', 'told', 'government', 'force', 'stay', 'home', 'not', 'constitution', 'corona']","['coworkers', 'told', 'government', 'force', 'stay', 'home', 'not', 'constitution', 'corona']",coworkers told government force stay home not constitution corona,"[('coworkers', 'n'), ('told', 'v'), ('government', 'n'), ('force', 'n'), ('stay', 'n'), ('home', 'n'), ('not', 'r'), ('constitution', 'n'), ('corona', 'n')]",  coworkers tell government force stay home not constitution corona,-0.625,0.0,0.0,0,-1,0
2020-08-21,AprilFoolsDay if corona virus ends today what's the first thing you would do.,United States,aprilfolsday corona virus ends today thing,"['aprilfolsday', 'corona', 'virus', 'ends', 'today', 'thing']","['aprilfolsday', 'corona', 'virus', 'end', 'today', 'thing']",aprilfolsday corona virus end today thing,"[('aprilfolsday', 'a'), ('corona', 'v'), ('virus', 'n'), ('ends', 'n'), ('today', 'n'), ('thing', 'n')]",  aprilfolsday corona virus end today thing,0.125,0.0,0.0,0,1,0
2020-08-21,It looks like someone gave Donnie a stern talking to. coronavirus,United States,gave donie stern talking coronavirus,"['gave', 'donie', 'stern', 'talking', 'coronavirus']","['gave', 'donie', 'stern', 'talking', 'coronavirus']",gave donie stern talking coronavirus,"[('gave', 'v'), ('donie', 'n'), ('stern', 'a'), ('talking', 'v'), ('coronavirus', 'n')]",  give donie stern talk coronavirus,-0.125,0.0,0.0,0,-1,0
2020-08-21,In present time that country would emerge as new emerging power on world map who make the corona virus vaccine.... IndiaVsCorona,United States,present time country emerge emerging power world map make corona virus vaccine indiavscorona,"['present', 'time', 'country', 'emerge', 'emerging', 'power', 'world', 'map', 'make', 'corona', 'virus', 'vaccine', 'indiavscorona']","['present', 'time', 'country', 'emerge', 'emerging', 'power', 'world', 'map', 'make', 'corona', 'virus', 'vaccine', 'indiavscorona']",present time country emerge emerging power world map make corona virus vaccine indiavscorona,"[('present', 'a'), ('time', 'n'), ('country', 'n'), ('emerge', 'v'), ('emerging', 'v'), ('power', 'n'), ('world', 'n'), ('map', 'n'), ('make', 'v'), ('corona', 'a'), ('virus', 'n'), ('vaccine', 'n'), ('indiavscorona', 'n')]",  present time country emerge emerge power world map make corona virus vaccine indiavscorona,-0.125,0.0,0.0,0,-1,0
2020-08-21,I feel like Dr Birx could supply the world with scarves. coronavirus,United States,feel birx supply world scarves coronavirus,"['feel', 'birx', 'supply', 'world', 'scarves', 'coronavirus']","['feel', 'birx', 'supply', 'world', 'scarf', 'coronavirus']",feel birx supply world scarf coronavirus,"[('feel', 'v'), ('birx', 'n'), ('supply', 'v'), ('world', 'n'), ('scarves', 'n'), ('coronavirus', 'v')]",  feel birx supply world scarf coronavirus,-0.125,0.0,0.0,0,-1,0
2020-08-21,Thanks to corona we went from spring break to summer real quick,United States,corona spring break summer real quick,"['corona', 'spring', 'break', 'summer', 'real', 'quick']","['corona', 'spring', 'break', 'summer', 'real', 'quick']",corona spring break summer real quick,"[('corona', 'n'), ('spring', 'n'), ('break', 'n'), ('summer', 'n'), ('real', 'a'), ('quick', 'n')]",  corona spring break summer real quick,0.0,0.0,0.5,1,0,0
2020-08-21,An epic Internet edit of Spongebob: Coronavirus Pandemic... featuring my colleagues and,United States,epic internet edit spongebob coronavirus pandemic featuring colleagues,"['epic', 'internet', 'edit', 'spongebob', 'coronavirus', 'pandemic', 'featuring', 'colleagues']","['epic', 'internet', 'edit', 'spongebob', 'coronavirus', 'pandemic', 'featuring', 'colleague']",epic internet edit spongebob coronavirus pandemic featuring colleague,"[('epic', 'a'), ('internet', 'n'), ('edit', 'n'), ('spongebob', 'n'), ('coronavirus', 'n'), ('pandemic', 'a'), ('featuring', 'n'), ('colleagues', 'n')]",  epic internet edit spongebob coronavirus pandemic featuring colleague,0.625,0.0,0.1,1,1,0
2020-08-21,Gonna start writing soon and prep my ticket out of here for post corona,United States,gona start writing prep ticket post corona,"['gona', 'start', 'writing', 'prep', 'ticket', 'post', 'corona']","['gona', 'start', 'writing', 'prep', 'ticket', 'post', 'corona']",gona start writing prep ticket post corona,"[('gona', 'a'), ('start', 'n'), ('writing', 'v'), ('prep', 'n'), ('ticket', 'n'), ('post', 'n'), ('corona', 'n')]",  gona start write prep ticket post corona,0.0,0.0,0.0,0,0,0
2020-08-21,covid19 doesnt care about religion. Or race. Or pay bracket. Stay home and save lives!!,United States,covid doesnt care religion race pay bracket stay home save lives,"['covid', 'doesnt', 'care', 'religion', 'race', 'pay', 'bracket', 'stay', 'home', 'save', 'lives']","['covid', 'doesnt', 'care', 'religion', 'race', 'pay', 'bracket', 'stay', 'home', 'save', 'life']",covid doesnt care religion race pay bracket stay home save life,"[('covid', 'n'), ('doesnt', 'n'), ('care', 'n'), ('religion', 'n'), ('race', 'n'), ('pay', 'n'), ('bracket', 'n'), ('stay', 'v'), ('home', 'n'), ('save', 'n'), ('lives', 'n')]",  covid doesnt care religion race pay bracket stay home save life,0.375,0.0444,0.0,0,1,0
2020-08-21,"Survey says that if wine shops are reopened during lockdownextension, all CMs and PM will return to power with thumping majority. Covid19",United States,survey wine shops reopened lockdownextension cms return power thumping majority covid,"['survey', 'wine', 'shops', 'reopened', 'lockdownextension', 'cms', 'return', 'power', 'thumping', 'majority', 'covid']","['survey', 'wine', 'shop', 'reopened', 'lockdownextension', 'cm', 'return', 'power', 'thumping', 'majority', 'covid']",survey wine shop reopened lockdownextension cm return power thumping majority covid,"[('survey', 'n'), ('wine', 'n'), ('shops', 'n'), ('reopened', 'v'), ('lockdownextension', 'n'), ('cms', 'n'), ('return', 'n'), ('power', 'n'), ('thumping', 'v'), ('majority', 'n'), ('covid', 'n')]",  survey wine shop reopen lockdownextension cm return power thump majority covid,0.0,0.0,0.0,0,0,0
2020-08-21,We must remember this statement when we turn a page of COVID19 history of Japan later.,United States,remember statement turn page covid history japan,"['remember', 'statement', 'turn', 'page', 'covid', 'history', 'japan']","['remember', 'statement', 'turn', 'page', 'covid', 'history', 'japan']",remember statement turn page covid history japan,"[('remember', 'v'), ('statement', 'n'), ('turn', 'n'), ('page', 'n'), ('covid', 'a'), ('history', 'n'), ('japan', 'n')]",  remember statement turn page covid history japan,0.0,0.0,0.0,0,0,0
2020-08-21,I've gone from counting coronavirus cases to counting earthquake aftershocks. I prefer touchdowns!,United States,counting coronavirus cases counting earthquake aftershocks prefer touchdowns,"['counting', 'coronavirus', 'cases', 'counting', 'earthquake', 'aftershocks', 'prefer', 'touchdowns']","['counting', 'coronavirus', 'case', 'counting', 'earthquake', 'aftershock', 'prefer', 'touchdown']",counting coronavirus case counting earthquake aftershock prefer touchdown,"[('counting', 'v'), ('coronavirus', 'n'), ('cases', 'n'), ('counting', 'v'), ('earthquake', 'n'), ('aftershocks', 'n'), ('prefer', 'v'), ('touchdowns', 'n')]",  count coronavirus case count earthquake aftershock prefer touchdown,0.625,0.0,0.0,0,1,0
2020-08-21,$APPB is the next Big pennystock Breakout.. Selling test kits for coronavirus.,United States,apb big penystock breakout selling test kits coronavirus,"['apb', 'big', 'penystock', 'breakout', 'selling', 'test', 'kits', 'coronavirus']","['apb', 'big', 'penystock', 'breakout', 'selling', 'test', 'kit', 'coronavirus']",apb big penystock breakout selling test kit coronavirus,"[('apb', 'r'), ('big', 'a'), ('penystock', 'n'), ('breakout', None), ('selling', 'v'), ('test', 'n'), ('kits', 'n'), ('coronavirus', 'n')]",  apb big penystock breakout sell test kit coronavirus,0.25,0.0,0.0,0,1,0
2020-08-21,when you cant go to work like me... just watch music videos for 3 hrs on fb like i do.....corona virus,United States,work watch music videos hrs corona virus,"['work', 'watch', 'music', 'videos', 'hrs', 'corona', 'virus']","['work', 'watch', 'music', 'video', 'hr', 'corona', 'virus']",work watch music video hr corona virus,"[('work', 'n'), ('watch', 'n'), ('music', 'n'), ('videos', 'n'), ('hrs', 'n'), ('corona', 'n'), ('virus', 'n')]",  work watch music video hr corona virus,0.0,0.0,0.0,0,0,0
2020-08-21,Similarly of Pakistani COVID19 genome with Chinese....Expert comment by Dr Kamran Azim,United States,similarly pakistani covid genome chinese expert comment kamran azim,"['similarly', 'pakistani', 'covid', 'genome', 'chinese', 'expert', 'comment', 'kamran', 'azim']","['similarly', 'pakistani', 'covid', 'genome', 'chinese', 'expert', 'comment', 'kamran', 'azim']",similarly pakistani covid genome chinese expert comment kamran azim,"[('similarly', 'r'), ('pakistani', 'n'), ('covid', 'a'), ('genome', 'n'), ('chinese', 'a'), ('expert', 'a'), ('comment', 'n'), ('kamran', 'v'), ('azim', 'n')]",  similarly pakistani covid genome chinese expert comment kamran azim,0.625,0.0,0.0,0,1,0
2020-08-21,history repeats!!! omg!!! impeachment of blowjob clinton- 9/11/01. impeachment of trump- coronavirus. omg!!,United States,history repeats omg impeachment blowjob clinton impeachment trump coronavirus omg,"['history', 'repeats', 'omg', 'impeachment', 'blowjob', 'clinton', 'impeachment', 'trump', 'coronavirus', 'omg']","['history', 'repeat', 'omg', 'impeachment', 'blowjob', 'clinton', 'impeachment', 'trump', 'coronavirus', 'omg']",history repeat omg impeachment blowjob clinton impeachment trump coronavirus omg,"[('history', 'n'), ('repeats', 'n'), ('omg', 'v'), ('impeachment', 'a'), ('blowjob', None), ('clinton', 'a'), ('impeachment', 'n'), ('trump', 'n'), ('coronavirus', 'n'), ('omg', 'n')]",  history repeat omg impeachment blowjob clinton impeachment trump coronavirus omg,0.0,0.0,0.0,0,0,0
2020-08-21,yall ever just be sitting and then think you might have the coronavirus? anyways wasss bappin??,United States,yal sitting coronavirus wasss bapin,"['yal', 'sitting', 'coronavirus', 'wasss', 'bapin']","['yal', 'sitting', 'coronavirus', 'wa', 'bapin']",yal sitting coronavirus wa bapin,"[('yal', 'n'), ('sitting', 'v'), ('coronavirus', 'n'), ('wasss', 'n'), ('bapin', 'n')]",  yal sit coronavirus wa bapin,0.0,0.0,0.0,0,0,0
2020-08-21,Correction:- Nightly Coronavirus Task Force Trump Edited Campaign Rally,United States,correction nightly coronavirus task force trump edited campaign rally,"['correction', 'nightly', 'coronavirus', 'task', 'force', 'trump', 'edited', 'campaign', 'rally']","['correction', 'nightly', 'coronavirus', 'task', 'force', 'trump', 'edited', 'campaign', 'rally']",correction nightly coronavirus task force trump edited campaign rally,"[('correction', 'n'), ('nightly', 'r'), ('coronavirus', 'v'), ('task', 'n'), ('force', 'n'), ('trump', 'n'), ('edited', 'v'), ('campaign', 'n'), ('rally', 'n')]",  correction nightly coronavirus task force trump edit campaign rally,0.0,0.0,0.0,0,0,0
2020-08-21,Is anybody knows can Corona virus (covid-19) spread through glasses?,United States,corona virus covid spread glasses,"['corona', 'virus', 'covid', 'spread', 'glasses']","['corona', 'virus', 'covid', 'spread', 'glass']",corona virus covid spread glass,"[('corona', 'n'), ('virus', 'n'), ('covid', 'n'), ('spread', 'n'), ('glasses', 'n')]",  corona virus covid spread glass,0.0,0.0,0.0,0,0,0
2020-08-21,is there any deliberate attempt to spread corona through Delhi Markaj Event. Needs to be invistigated.,United States,deliberate attempt spread corona delhi markaj event invistigated,"['deliberate', 'attempt', 'spread', 'corona', 'delhi', 'markaj', 'event', 'invistigated']","['deliberate', 'attempt', 'spread', 'corona', 'delhi', 'markaj', 'event', 'invistigated']",deliberate attempt spread corona delhi markaj event invistigated,"[('deliberate', 'n'), ('attempt', 'n'), ('spread', 'n'), ('corona', 'n'), ('delhi', 'n'), ('markaj', None), ('event', 'n'), ('invistigated', 'v')]",  deliberate attempt spread corona delhi markaj event invistigated,0.0,0.0,0.0,0,0,0
2020-08-21,"based on all the research I've seen on coronavirus, I have decided that it could last for 3, maybe 4.",United States,based research coronavirus decided,"['based', 'research', 'coronavirus', 'decided']","['based', 'research', 'coronavirus', 'decided']",based research coronavirus decided,"[('based', 'v'), ('research', 'n'), ('coronavirus', 'n'), ('decided', 'v')]",  base research coronavirus decide,0.0,0.0,-0.8,-1,0,0
2020-08-21,Tom Hanks said coronavirus felt like the blehs. I betcha methamphetamines cures coronavirus,United States,tom hanks coronavirus felt blehs betcha methamphetamines cures coronavirus,"['tom', 'hanks', 'coronavirus', 'felt', 'blehs', 'betcha', 'methamphetamines', 'cures', 'coronavirus']","['tom', 'hank', 'coronavirus', 'felt', 'blehs', 'betcha', 'methamphetamine', 'cure', 'coronavirus']",tom hank coronavirus felt blehs betcha methamphetamine cure coronavirus,"[('tom', 'a'), ('hanks', 'n'), ('coronavirus', 'v'), ('felt', 'v'), ('blehs', 'a'), ('betcha', 'n'), ('methamphetamines', 'n'), ('cures', 'n'), ('coronavirus', 'v')]",  tom hank coronavirus felt blehs betcha methamphetamine cure coronavirus,0.0,0.0,0.0,0,0,0
2020-08-21,Can I show the vid of the coronavirus test to the customers and tell them I will get it bc of them bc they wanna buy a bikini?,United States,show vid coronavirus test customers wana buy bikini,"['show', 'vid', 'coronavirus', 'test', 'customers', 'wana', 'buy', 'bikini']","['show', 'vid', 'coronavirus', 'test', 'customer', 'wana', 'buy', 'bikini']",show vid coronavirus test customer wana buy bikini,"[('show', 'n'), ('vid', 'a'), ('coronavirus', 'n'), ('test', 'n'), ('customers', 'n'), ('wana', 'v'), ('buy', 'v'), ('bikini', 'n')]",  show vid coronavirus test customer wana buy bikini,0.125,0.0,0.0,0,1,0
2020-08-21,"For people within the U.S., but ex-NYC: Do you personally know anyone whos had the coronavirus? Yourself included. (4/7/2020)",United States,people nyc personally whos coronavirus included,"['people', 'nyc', 'personally', 'whos', 'coronavirus', 'included']","['people', 'nyc', 'personally', 'who', 'coronavirus', 'included']",people nyc personally who coronavirus included,"[('people', 'n'), ('nyc', 'v'), ('personally', 'r'), ('whos', 'a'), ('coronavirus', 'n'), ('included', 'v')]",  people nyc personally whos coronavirus include,0.0,0.0,0.0,0,0,0
2020-08-21,The generation born between November 2020-March 2021 will be known as corona babies!! Its official srry cant change it now,United States,generation born november march corona babies official sry change,"['generation', 'born', 'november', 'march', 'corona', 'babies', 'official', 'sry', 'change']","['generation', 'born', 'november', 'march', 'corona', 'baby', 'official', 'sry', 'change']",generation born november march corona baby official sry change,"[('generation', 'n'), ('born', 'v'), ('november', None), ('march', 'n'), ('corona', 'n'), ('babies', 'n'), ('official', 'a'), ('sry', 'a'), ('change', 'n')]",  generation bear november march corona baby official sry change,0.125,0.0,0.0,0,1,0
2020-08-21,I said I would get all 5's this semester. Corona virus must have heard me.,United States,semester corona virus heard,"['semester', 'corona', 'virus', 'heard']","['semester', 'corona', 'virus', 'heard']",semester corona virus heard,"[('semester', 'n'), ('corona', 'n'), ('virus', 'n'), ('heard', 'n')]",  semester corona virus heard,0.0,0.0,0.0,0,0,0
2020-08-21,I like how I can get drunk at home on a Wednesday night and its acceptable because of Corona virus,United States,drunk home wednesday night acceptable corona virus,"['drunk', 'home', 'wednesday', 'night', 'acceptable', 'corona', 'virus']","['drunk', 'home', 'wednesday', 'night', 'acceptable', 'corona', 'virus']",drunk home wednesday night acceptable corona virus,"[('drunk', 'n'), ('home', 'n'), ('wednesday', 'n'), ('night', 'n'), ('acceptable', 'a'), ('corona', 'n'), ('virus', 'n')]",  drunk home wednesday night acceptable corona virus,0.75,-0.0258,-0.5,-1,1,0
2020-08-21,March is finally over!!! April please be fast and bring an end to this Corona virus,United States,march finally april fast bring end corona virus,"['march', 'finally', 'april', 'fast', 'bring', 'end', 'corona', 'virus']","['march', 'finally', 'april', 'fast', 'bring', 'end', 'corona', 'virus']",march finally april fast bring end corona virus,"[('march', 'n'), ('finally', 'r'), ('april', 'a'), ('fast', 'r'), ('bring', 'a'), ('end', 'n'), ('corona', 'n'), ('virus', 'n')]",  march finally april fast bring end corona virus,0.0,0.0,0.1,1,0,0
2020-08-21,One more Covid19 patient completely recovers discharged this morning raising total to 18. -Health Ministry SriLanka LKA,United States,covid patient completely recovers discharged morning raising total health ministry srilanka lka,"['covid', 'patient', 'completely', 'recovers', 'discharged', 'morning', 'raising', 'total', 'health', 'ministry', 'srilanka', 'lka']","['covid', 'patient', 'completely', 'recovers', 'discharged', 'morning', 'raising', 'total', 'health', 'ministry', 'srilanka', 'lka']",covid patient completely recovers discharged morning raising total health ministry srilanka lka,"[('covid', 'a'), ('patient', 'n'), ('completely', 'r'), ('recovers', 'n'), ('discharged', 'v'), ('morning', 'n'), ('raising', 'v'), ('total', 'a'), ('health', 'n'), ('ministry', 'n'), ('srilanka', 'n'), ('lka', 'n')]",  covid patient completely recovers discharge morning raise total health ministry srilanka lka,1.375,0.0,0.05,1,1,0
2020-08-21,"Whenever someone refers to Corona virus as The Rona it reminds me, that was my nickname growing up because it's short for Cabrona",United States,refers corona virus rona reminds nickname growing short cabrona,"['refers', 'corona', 'virus', 'rona', 'reminds', 'nickname', 'growing', 'short', 'cabrona']","['refers', 'corona', 'virus', 'rona', 'reminds', 'nickname', 'growing', 'short', 'cabrona']",refers corona virus rona reminds nickname growing short cabrona,"[('refers', 'n'), ('corona', 'v'), ('virus', 'n'), ('rona', 'n'), ('reminds', 'v'), ('nickname', 'a'), ('growing', 'v'), ('short', 'a'), ('cabrona', 'n')]",  refers corona virus rona remind nickname grow short cabrona,0.0,0.0,0.0,0,0,0
2020-08-21,The perk of being Jewish during Passover and Coronavirus is that we wont need to use toilet paper for the next 8 days...,United States,perk jewish passover coronavirus not toilet paper days,"['perk', 'jewish', 'passover', 'coronavirus', 'not', 'toilet', 'paper', 'days']","['perk', 'jewish', 'passover', 'coronavirus', 'not', 'toilet', 'paper', 'day']",perk jewish passover coronavirus not toilet paper day,"[('perk', 'n'), ('jewish', 'a'), ('passover', 'n'), ('coronavirus', 'n'), ('not', 'r'), ('toilet', 'v'), ('paper', 'n'), ('days', 'n')]",  perk jewish passover coronavirus not toilet paper day,-0.5,0.0,0.008333333333333333,1,-1,0
2020-08-21,AP COVID19 +ve - 58 Y'day Today - 35* StayHomeStaySafe,United States,covid woulday today stayhomestaysafe,"['covid', 'woulday', 'today', 'stayhomestaysafe']","['covid', 'woulday', 'today', 'stayhomestaysafe']",covid woulday today stayhomestaysafe,"[('covid', 'n'), ('woulday', 'n'), ('today', 'n'), ('stayhomestaysafe', 'v')]",  covid woulday today stayhomestaysafe,0.125,0.0,0.0,0,1,0
2020-08-21,One thing you realised during the Covid_19 lockdown while sitting at home? Quote/comment.,United States,thing realised covid lockdown sitting home quote comment,"['thing', 'realised', 'covid', 'lockdown', 'sitting', 'home', 'quote', 'comment']","['thing', 'realised', 'covid', 'lockdown', 'sitting', 'home', 'quote', 'comment']",thing realised covid lockdown sitting home quote comment,"[('thing', 'n'), ('realised', 'v'), ('covid', 'a'), ('lockdown', 'a'), ('sitting', 'v'), ('home', 'n'), ('quote', 'n'), ('comment', 'n')]",  thing realise covid lockdown sit home quote comment,0.0,0.0,0.0,0,0,0
2020-08-21,Paano ang tamang pag fill out ng Social Amelioration Card? Watch this. COVID19 WeHealAsOne DSWD,United States,pano ang tamang pag fill social amelioration card watch covid wehealasone dswd,"['pano', 'ang', 'tamang', 'pag', 'fill', 'social', 'amelioration', 'card', 'watch', 'covid', 'wehealasone', 'dswd']","['pano', 'ang', 'tamang', 'pag', 'fill', 'social', 'amelioration', 'card', 'watch', 'covid', 'wehealasone', 'dswd']",pano ang tamang pag fill social amelioration card watch covid wehealasone dswd,"[('pano', 'n'), ('ang', 'n'), ('tamang', 'n'), ('pag', 'n'), ('fill', 'v'), ('social', 'a'), ('amelioration', 'n'), ('card', 'n'), ('watch', 'n'), ('covid', 'n'), ('wehealasone', 'n'), ('dswd', 'n')]",  pano ang tamang pag fill social amelioration card watch covid wehealasone dswd,0.125,0.0,0.03333333333333333,1,1,0
2020-08-21,bringing a bf over during Coronavirus to the household aint cute its pendeja af and selfish,United States,bringing coronavirus household aint cute pendeja selfish,"['bringing', 'coronavirus', 'household', 'aint', 'cute', 'pendeja', 'selfish']","['bringing', 'coronavirus', 'household', 'aint', 'cute', 'pendeja', 'selfish']",bringing coronavirus household aint cute pendeja selfish,"[('bringing', 'v'), ('coronavirus', 'n'), ('household', 'n'), ('aint', 'n'), ('cute', 'n'), ('pendeja', 'n'), ('selfish', 'n')]",  bring coronavirus household aint cute pendeja selfish,0.0,0.0191,0.0,0,0,0
2020-08-21,Joe Biden just said this is the guy that he would pick to run his Coronavirus Task Force,United States,joe biden guy pick run coronavirus task force,"['joe', 'biden', 'guy', 'pick', 'run', 'coronavirus', 'task', 'force']","['joe', 'biden', 'guy', 'pick', 'run', 'coronavirus', 'task', 'force']",joe biden guy pick run coronavirus task force,"[('joe', 'n'), ('biden', 'n'), ('guy', 'n'), ('pick', 'n'), ('run', 'v'), ('coronavirus', 'n'), ('task', 'n'), ('force', 'n')]",  joe biden guy pick run coronavirus task force,0.0,0.0,0.0,0,0,0
2020-08-21,I hope tomorrow the government is like April fools haha corona is fake yall can go outside,United States,hope tomorrow government april fools haha corona fake yal,"['hope', 'tomorrow', 'government', 'april', 'fools', 'haha', 'corona', 'fake', 'yal']","['hope', 'tomorrow', 'government', 'april', 'fool', 'haha', 'corona', 'fake', 'yal']",hope tomorrow government april fool haha corona fake yal,"[('hope', 'n'), ('tomorrow', 'n'), ('government', 'n'), ('april', 'n'), ('fools', 'n'), ('haha', 'v'), ('corona', 'a'), ('fake', 'n'), ('yal', 'n')]",  hope tomorrow government april fool haha corona fake yal,0.375,-0.0258,-0.15,-1,1,0
2020-08-21,This is what you tweet as Massachusetts gears up for a surge in coronavirus cases from April 7 - 17?,United States,tweet massachusetts gears surge coronavirus cases april,"['tweet', 'massachusetts', 'gears', 'surge', 'coronavirus', 'cases', 'april']","['tweet', 'massachusetts', 'gear', 'surge', 'coronavirus', 'case', 'april']",tweet massachusetts gear surge coronavirus case april,"[('tweet', 'n'), ('massachusetts', 'n'), ('gears', 'n'), ('surge', 'v'), ('coronavirus', 'a'), ('cases', 'n'), ('april', 'v')]",  tweet massachusetts gear surge coronavirus case april,0.0,0.0,0.0,0,0,0
2020-08-21,def ordering my hair next week my bundle girl got 25 dollars off purchase bc of the corona !! its litttt,United States,def ordering hair week bundle girl dollars purchase corona lit,"['def', 'ordering', 'hair', 'week', 'bundle', 'girl', 'dollars', 'purchase', 'corona', 'lit']","['def', 'ordering', 'hair', 'week', 'bundle', 'girl', 'dollar', 'purchase', 'corona', 'lit']",def ordering hair week bundle girl dollar purchase corona lit,"[('def', 'n'), ('ordering', 'v'), ('hair', 'n'), ('week', 'n'), ('bundle', 'a'), ('girl', 'n'), ('dollars', 'n'), ('purchase', 'v'), ('corona', 'n'), ('lit', 'n')]",  def order hair week bundle girl dollar purchase corona lit,0.0,0.0,0.0,0,0,0
2020-08-21,i really have to take several deep breaths before reading any New York Times coronavirus coverage,United States,deep breaths reading york times coronavirus coverage,"['deep', 'breaths', 'reading', 'york', 'times', 'coronavirus', 'coverage']","['deep', 'breath', 'reading', 'york', 'time', 'coronavirus', 'coverage']",deep breath reading york time coronavirus coverage,"[('deep', 'a'), ('breaths', 'n'), ('reading', 'v'), ('york', 'n'), ('times', 'n'), ('coronavirus', 'v'), ('coverage', 'n')]",  deep breath read york time coronavirus coverage,0.125,0.0,0.0,0,1,0
